日期,開盤,最高,最低,收盤,漲跌,成交量,成交金,本益比,漲%
2017/02/07,13.80,13.85,13.45,13.55,-0.35,"77,418","1,053,677",0,-2.52%
2017/02/06,14.05,14.15,13.80,13.90,-0.05,"83,958","1,173,936",0,-0.36%
2017/02/03,14.20,14.20,13.75,13.95,-0.25,"87,509","1,219,918",0,-1.76%
2017/02/02,13.45,14.20,13.35,14.20,1.00,"175,831","2,437,923",0,7.58%
2017/01/24,13.05,13.20,13.00,13.20,0.10,"58,327","766,221",0,0.76%
2017/01/23,13.20,13.20,13.00,13.10,0.00,"53,493","699,865",0,0.00%
2017/01/20,13.15,13.30,13.05,13.10,-0.05,"52,252","688,603",0,-0.38%
2017/01/19,13.15,13.20,13.05,13.15,-0.05,"58,512","769,217",0,-0.38%
2017/01/18,12.85,13.30,12.80,13.20,0.35,"109,456","1,435,076",0,2.72%
2017/01/17,12.80,12.90,12.75,12.85,0.05,"24,398","312,844",0,0.39%
2017/01/16,13.05,13.05,12.75,12.80,-0.20,"54,950","708,453",0,-1.54%
2017/01/13,12.85,13.00,12.75,13.00,0.15,"65,916","850,380",0,1.17%
2017/01/12,12.80,13.00,12.75,12.85,0.10,"80,964","1,040,493",0,0.78%
2017/01/11,12.90,12.95,12.75,12.75,-0.05,"48,568","623,287",0,-0.39%
2017/01/10,13.00,13.05,12.70,12.80,-0.05,"72,607","932,214",0,-0.39%
2017/01/09,13.15,13.25,12.80,12.85,-0.10,"110,648","1,438,419",0,-0.77%
2017/01/06,12.60,13.00,12.60,12.95,0.40,"126,914","1,630,230",0,3.19%
2017/01/05,12.20,12.60,12.10,12.55,0.40,"129,970","1,618,077",0,3.29%
2017/01/04,12.15,12.30,12.05,12.15,0.05,"95,287","1,160,629",0,0.41%
2017/01/03,11.70,12.10,11.65,12.10,0.50,"131,833","1,575,946",0,4.31%
2016/12/30,11.55,11.65,11.50,11.60,0.05,"35,717","413,791",0,0.43%
2016/12/29,11.60,11.65,11.50,11.55,-0.10,"30,605","354,303",0,-0.86%
2016/12/28,11.55,11.70,11.55,11.65,0.15,"34,084","396,200",0,1.30%
2016/12/27,11.65,11.70,11.50,11.50,-0.10,"20,032","231,494",0,-0.86%
2016/12/26,11.70,11.75,11.55,11.60,-0.05,"18,510","215,065",0,-0.43%
2016/12/23,11.75,11.90,11.65,11.65,-0.10,"44,103","518,356",0,-0.85%
2016/12/22,11.80,11.90,11.70,11.75,-0.05,"48,183","567,874",0,-0.42%
2016/12/21,11.70,11.90,11.70,11.80,0.20,"85,651","1,013,801",0,1.72%
2016/12/20,11.50,11.65,11.45,11.60,0.15,"36,614","423,901",0,1.31%
2016/12/19,11.55,11.65,11.40,11.45,-0.10,"36,315","416,851",0,-0.87%
2016/12/16,11.65,11.75,11.50,11.55,0.00,"68,778","800,447",0,0.00%
2016/12/15,11.35,11.60,11.25,11.55,0.25,"81,544","935,923",0,2.21%
2016/12/14,11.30,11.35,11.25,11.30,0.05,"47,661","538,693",0,0.44%
2016/12/13,11.25,11.40,11.20,11.25,-0.05,"33,853","382,140",0,-0.44%
2016/12/12,11.30,11.45,11.20,11.30,0.05,"45,811","518,014",0,0.44%
2016/12/09,11.45,11.45,11.20,11.25,-0.15,"45,620","514,739",0,-1.32%
2016/12/08,11.40,11.55,11.35,11.40,0.05,"85,978","981,798",0,0.44%
2016/12/07,11.15,11.35,11.05,11.35,0.35,"113,526","1,276,137",0,3.18%
2016/12/06,11.05,11.05,10.90,11.00,0.00,"40,745","447,671",0,0.00%
2016/12/05,10.80,11.00,10.75,11.00,0.20,"36,663","399,167",0,1.85%
2016/12/02,10.85,10.90,10.75,10.80,-0.15,"33,162","359,281",0,-1.37%
2016/12/01,10.95,11.05,10.90,10.95,-0.05,"30,735","336,625",0,-0.45%
2016/11/30,10.95,11.00,10.85,11.00,0.05,"46,594","511,108",0,0.46%
2016/11/29,10.85,11.05,10.80,10.95,0.15,"61,862","675,696",0,1.39%
2016/11/28,10.90,10.95,10.80,10.80,0.00,"20,926","226,673",0,0.00%
2016/11/25,10.90,11.00,10.80,10.80,-0.10,"26,587","288,763",0,-0.92%
2016/11/24,11.00,11.05,10.85,10.90,-0.10,"29,017","316,735",0,-0.91%
2016/11/23,11.05,11.15,10.95,11.00,0.00,"35,962","396,980",0,0.00%
2016/11/22,11.15,11.20,11.00,11.00,-0.15,"48,842","541,770",0,-1.35%
2016/11/21,11.00,11.25,11.00,11.15,0.20,"60,997","679,508",0,1.83%
2016/11/18,10.95,11.00,10.85,10.95,0.00,"35,042","382,331",0,0.00%
2016/11/17,10.80,11.00,10.75,10.95,0.15,"43,250","472,043",0,1.39%
2016/11/16,10.95,11.00,10.80,10.80,0.00,"33,956","369,723",0,0.00%
2016/11/15,10.80,11.00,10.75,10.80,0.05,"43,109","470,577",0,0.47%
2016/11/14,10.95,10.95,10.75,10.75,-0.20,"34,141","369,502",0,-1.83%
2016/11/11,10.90,10.95,10.70,10.95,-0.10,"50,400","547,149",0,-0.90%
2016/11/10,11.05,11.15,10.95,11.05,0.35,"48,189","531,218",0,3.27%
2016/11/09,11.30,11.35,10.65,10.70,-0.55,"98,202","1,076,294",0,-4.89%
2016/11/08,11.30,11.40,11.25,11.25,0.05,"53,864","608,761",0,0.45%
2016/11/07,11.25,11.30,11.15,11.20,0.05,"38,916","436,261",0,0.45%
2016/11/04,11.15,11.30,11.05,11.15,0.20,"72,661","813,120",0,1.83%
2016/11/03,11.10,11.15,10.90,10.95,-0.15,"41,100","452,461",0,-1.35%
2016/11/02,10.95,11.15,10.95,11.10,0.05,"61,746","682,297",0,0.45%
2016/11/01,10.75,11.05,10.70,11.05,0.40,"74,824","821,343",0,3.76%
2016/10/31,10.80,10.85,10.60,10.65,-0.20,"55,942","597,324",0,-1.84%
2016/10/28,11.10,11.15,10.75,10.85,-0.20,"46,790","509,159",0,-1.81%
2016/10/27,11.35,11.40,11.05,11.05,-0.20,"42,263","473,339",0,-1.78%
2016/10/26,11.20,11.25,11.10,11.25,0.05,"36,302","406,929",0,0.45%
2016/10/25,11.10,11.25,11.05,11.20,0.20,"69,584","778,959",0,1.82%
2016/10/24,11.05,11.15,10.95,11.00,0.10,"47,436","524,956",0,0.92%
2016/10/21,10.70,11.00,10.70,10.90,0.30,"86,735","945,758",0,2.83%
2016/10/20,10.70,10.70,10.55,10.60,0.00,"22,418","238,053",0,0.00%
2016/10/19,10.55,10.70,10.50,10.60,0.10,"39,412","418,724",0,0.95%
2016/10/18,10.50,10.55,10.45,10.50,0.05,"22,489","236,021",0,0.48%
2016/10/17,10.50,10.60,10.45,10.45,-0.05,"21,624","226,816",0,-0.48%
2016/10/14,10.50,10.55,10.40,10.50,0.00,"27,360","286,750",0,0.00%
2016/10/13,10.55,10.60,10.40,10.50,-0.10,"36,589","384,184",0,-0.94%
2016/10/12,10.50,10.60,10.30,10.60,0.10,"40,637","427,228",0,0.95%
2016/10/11,10.80,10.85,10.40,10.50,-0.20,"46,294","488,892",0,-1.87%
2016/10/07,10.95,10.95,10.65,10.70,-0.30,"54,485","585,391",0,-2.73%
2016/10/06,10.95,11.10,10.90,11.00,0.15,"45,768","502,533",0,1.38%
2016/10/05,10.75,10.90,10.75,10.85,0.00,"20,733","224,542",0,0.00%
2016/10/04,10.90,10.95,10.80,10.85,-0.05,"33,875","367,573",0,-0.46%
2016/10/03,10.70,11.00,10.65,10.90,0.30,"72,351","788,579",0,2.83%
2016/09/30,10.65,10.65,10.50,10.60,-0.10,"29,016","306,960",0,-0.93%
2016/09/29,10.80,10.80,10.65,10.70,0.05,"25,705","275,731",0,0.47%
2016/09/26,10.85,10.85,10.65,10.65,-0.25,"24,253","260,617",0,-2.29%
2016/09/23,10.95,11.05,10.85,10.90,0.00,"32,828","359,305",0,0.00%
2016/09/22,11.15,11.15,10.85,10.90,-0.10,"37,888","415,480",0,-0.91%
2016/09/21,11.10,11.20,10.95,11.00,0.10,"70,628","781,522",0,0.92%
2016/09/20,10.65,11.00,10.60,10.90,0.25,"66,472","718,491",0,2.35%
2016/09/19,10.55,10.70,10.55,10.65,0.25,"29,134","309,522",0,2.40%
2016/09/14,10.50,10.60,10.40,10.40,-0.10,"39,464","413,070",0,-0.95%
2016/09/13,10.65,10.75,10.45,10.50,0.10,"64,350","682,053",0,0.96%
2016/09/12,10.60,10.75,10.40,10.40,-0.20,"64,943","685,481",0,-1.89%
2016/09/10,10.65,10.70,10.55,10.60,-0.35,"45,584","484,758",0,-3.20%
2016/09/09,11.00,11.05,10.90,10.95,-0.15,"33,620","368,586",0,-1.35%
2016/09/08,11.05,11.15,10.90,11.10,0.00,"49,565","546,982",0,0.00%
2016/09/07,11.25,11.25,11.10,11.10,-0.10,"22,747","254,158",0,-0.89%
2016/09/06,11.15,11.25,11.05,11.20,0.05,"37,052","413,641",0,0.45%
2016/09/05,10.95,11.20,10.90,11.15,0.45,"48,085","530,647",0,4.21%
2016/09/02,10.95,11.05,10.60,10.70,-0.30,"56,381","605,175",0,-2.73%
2016/09/01,11.10,11.15,10.90,11.00,-0.20,"44,377","488,857",0,-1.79%
2016/08/31,11.45,11.50,11.10,11.20,-0.20,"67,177","753,847",0,-1.75%
2016/08/30,11.50,11.55,11.35,11.40,0.00,"33,367","381,562",0,0.00%
2016/08/29,11.60,11.65,11.30,11.40,-0.25,"48,137","550,014",0,-2.15%
2016/08/26,11.75,11.75,11.60,11.65,-0.15,"39,115","455,630",0,-1.27%
2016/08/25,11.65,11.85,11.60,11.80,0.20,"78,380","921,374",0,1.72%
2016/08/24,11.75,11.80,11.45,11.60,-0.05,"48,763","565,526",0,-0.43%
2016/08/23,11.60,11.75,11.50,11.65,0.05,"41,764","486,080",0,0.43%
2016/08/22,11.85,11.85,11.50,11.60,-0.05,"50,031","583,014",0,-0.43%
2016/08/19,11.65,11.90,11.60,11.65,0.20,"81,733","959,351",0,1.75%
2016/08/18,11.35,11.45,11.20,11.45,0.10,"43,493","493,455",0,0.88%
2016/08/17,11.65,11.70,11.25,11.35,-0.30,"41,126","470,250",0,-2.58%
2016/08/16,11.45,11.80,11.40,11.65,0.30,"60,044","697,468",0,2.64%
2016/08/15,11.50,11.55,11.30,11.35,-0.10,"34,638","394,497",0,-0.87%
2016/08/12,11.65,11.70,11.40,11.45,-0.10,"43,252","499,461",0,-0.87%
2016/08/11,11.75,11.80,11.40,11.55,-0.25,"70,543","813,813",0,-2.12%
2016/08/10,11.95,12.00,11.70,11.80,-0.20,"49,633","585,101",0,-1.67%
2016/08/09,12.15,12.15,11.90,12.00,-0.15,"37,105","446,493",0,-1.23%
2016/08/08,12.25,12.30,12.05,12.15,0.20,"75,777","921,153",0,1.67%
2016/08/05,11.85,12.00,11.75,11.95,0.10,"60,925","726,290",0,0.84%
2016/08/04,11.70,11.90,11.60,11.85,0.15,"52,798","620,191",0,1.28%
2016/08/03,11.70,11.75,11.55,11.70,-0.15,"85,652","998,819",0,-1.27%
2016/08/02,11.90,11.95,11.80,11.85,0.05,"59,607","708,625",0,0.42%
2016/08/01,11.70,11.80,11.65,11.80,0.00,"59,669","701,119",0,0.00%
2016/07/29,11.85,11.90,11.60,11.80,-0.20,"98,023","1,151,629",0,-1.67%
2016/07/28,12.20,12.35,11.95,12.00,0.15,"127,090","1,535,990",0,1.27%
2016/07/27,11.80,12.00,11.70,11.85,0.15,"99,880","1,184,205",0,1.28%
2016/07/26,11.60,11.75,11.45,11.70,0.10,"51,486","599,578",0,0.86%
2016/07/25,12.00,12.10,11.40,11.60,-0.30,"116,206","1,357,772",0,-2.52%
2016/07/22,11.85,12.00,11.55,11.90,0.15,"120,287","1,421,659",0,1.28%
2016/07/21,11.45,12.05,11.45,11.75,0.50,"231,010","2,730,601",0,4.44%
2016/07/20,11.40,11.50,11.25,11.25,-0.25,"96,566","1,095,864",0,-2.17%
2016/07/19,11.10,11.50,11.05,11.50,0.60,"208,179","2,346,572",0,5.50%
2016/07/18,10.80,11.00,10.75,10.90,0.20,"73,821","804,805",0,1.87%
2016/07/15,10.70,10.80,10.65,10.70,0.00,"42,053","450,407",0,0.00%
2016/07/14,10.60,10.80,10.55,10.70,0.10,"48,655","520,007",0,0.94%
2016/07/13,10.60,10.70,10.50,10.60,0.05,"75,909","804,094",0,0.47%
2016/07/12,10.70,10.70,10.50,10.55,-0.05,"56,314","595,784",0,-0.47%
2016/07/11,10.90,10.90,10.60,10.60,-0.30,"84,435","909,559",0,-2.75%
2016/07/07,10.85,11.00,10.75,10.90,0.20,"80,118","871,914",0,1.87%
2016/07/06,10.90,10.90,10.60,10.70,-0.30,"51,497","553,687",0,-2.73%
2016/07/05,10.90,11.05,10.80,11.00,0.05,"58,689","640,710",0,0.46%
2016/07/04,10.80,11.00,10.70,10.95,0.20,"55,962","608,818",0,1.86%
2016/07/01,11.10,11.20,10.70,10.75,-0.05,"105,098","1,143,500",0,-0.46%
2016/06/30,10.70,11.05,10.50,10.80,0.30,"221,836","2,399,692",0,2.86%
2016/06/29,9.90,10.50,9.88,10.50,0.89,"194,498","1,982,193",0,9.26%
2016/06/28,9.46,9.65,9.42,9.61,0.10,"47,723","455,776",0,1.05%
2016/06/27,9.31,9.52,9.31,9.51,0.14,"23,105","218,619",0,1.49%
2016/06/24,9.60,9.68,9.24,9.37,-0.20,"54,918","519,000",0,-2.09%
2016/06/23,9.65,9.67,9.57,9.57,-0.03,"22,999","220,892",0,-0.31%
2016/06/22,9.60,9.64,9.52,9.60,0.05,"23,104","221,242",0,0.52%
2016/06/21,9.53,9.57,9.50,9.55,0.02,"25,798","246,105",0,0.21%
2016/06/20,9.52,9.54,9.45,9.53,0.24,"43,245","411,197",0,2.58%
2016/06/17,9.32,9.42,9.25,9.29,0.03,"57,071","531,965",0,0.32%
2016/06/16,9.33,9.37,9.19,9.26,-0.07,"31,765","293,723",0,-0.75%
2016/06/15,9.45,9.49,9.25,9.33,-0.12,"33,673","314,609",0,-1.27%
2016/06/14,9.37,9.45,9.35,9.45,0.08,"24,715","232,806",0,0.85%
2016/06/13,9.69,9.69,9.35,9.37,-0.32,"40,667","386,391",0,-3.30%
2016/06/08,9.75,9.77,9.62,9.69,-0.07,"44,897","434,627",0,-0.72%
2016/06/07,9.84,9.88,9.75,9.76,0.00,"27,695","270,988",0,0.00%
2016/06/06,9.78,10.05,9.75,9.76,0.08,"48,561","479,001",0,0.83%
2016/06/04,9.77,9.78,9.68,9.68,-0.03,"9,325","90,481",0,-0.31%
2016/06/03,9.80,9.86,9.66,9.71,-0.04,"30,197","293,979",0,-0.41%
2016/06/02,9.98,10.05,9.75,9.75,-0.23,"36,300","358,389",0,-2.30%
2016/06/01,9.67,10.10,9.67,9.98,0.31,"79,825","793,495",0,3.21%
2016/05/31,9.65,9.73,9.61,9.67,0.04,"41,836","404,385",0,0.42%
2016/05/30,9.77,9.77,9.62,9.63,-0.15,"29,782","287,752",0,-1.53%
2016/05/27,9.66,9.80,9.62,9.78,0.18,"48,643","472,310",0,1.88%
2016/05/26,9.60,9.60,9.52,9.60,0.05,"19,344","184,999",0,0.52%
2016/05/25,9.57,9.64,9.51,9.55,0.10,"50,236","480,975",0,1.06%
2016/05/24,9.65,9.66,9.45,9.45,-0.30,"52,464","499,203",0,-3.08%
2016/05/23,9.37,9.77,9.33,9.75,0.55,"80,987","779,036",0,5.98%
2016/05/20,9.09,9.32,9.03,9.20,0.13,"49,517","453,917",0,1.43%
2016/05/19,9.08,9.14,9.05,9.07,-0.01,"24,792","225,225",0,-0.11%
2016/05/18,9.09,9.14,9.05,9.08,-0.10,"33,366","303,255",0,-1.09%
2016/05/17,9.19,9.19,9.04,9.18,-0.01,"37,006","337,703",0,-0.11%
2016/05/16,9.20,9.23,9.03,9.19,-0.04,"31,191","284,694",0,-0.43%
2016/05/13,9.59,9.59,9.10,9.23,-0.32,"44,583","414,730",8.47,-3.35%
2016/05/12,9.49,9.60,9.49,9.55,0.06,"15,244","145,444",8.76,0.63%
2016/05/11,9.70,9.75,9.49,9.49,-0.14,"25,609","245,373",8.71,-1.45%
2016/05/10,9.60,9.64,9.53,9.63,0.08,"20,474","196,069",8.83,0.84%
2016/05/09,9.60,9.69,9.49,9.55,0.07,"26,998","259,333",8.76,0.74%
2016/05/06,9.58,9.59,9.41,9.48,-0.10,"27,576","261,476",8.7,-1.04%
2016/05/05,9.55,9.66,9.50,9.58,0.07,"29,424","281,920",8.79,0.74%
2016/05/04,9.80,9.85,9.50,9.51,-0.29,"44,753","429,504",8.72,-2.96%
2016/05/03,10.00,10.05,9.80,9.80,-0.20,"37,568","370,726",8.99,-2.00%
2016/04/29,10.00,10.10,9.91,10.00,-0.05,"42,727","427,024",9.17,-0.50%
2016/04/28,10.40,10.45,10.00,10.05,-0.25,"47,166","479,402",9.22,-2.43%
2016/04/27,10.40,10.55,10.30,10.30,-0.10,"36,125","376,606",9.45,-0.96%
2016/04/26,10.65,10.70,10.40,10.40,-0.25,"43,932","462,053",9.54,-2.35%
2016/04/25,10.85,10.90,10.65,10.65,-0.20,"24,005","257,944",9.77,-1.84%
2016/04/22,10.85,11.00,10.80,10.85,0.05,"30,989","337,132",9.95,0.46%
2016/04/21,11.00,11.10,10.80,10.80,-0.05,"30,208","329,425",9.91,-0.46%
2016/04/20,11.10,11.15,10.85,10.85,-0.15,"35,081","384,416",9.95,-1.36%
2016/04/19,11.25,11.25,11.00,11.00,-0.10,"30,906","342,823",10.09,-0.90%
2016/04/18,11.20,11.25,11.05,11.10,-0.10,"24,504","272,993",10.18,-0.89%
2016/04/15,11.15,11.25,11.10,11.20,0.05,"29,578","330,108",10.28,0.45%
2016/04/14,11.30,11.50,11.15,11.15,-0.05,"66,522","753,005",10.23,-0.45%
2016/04/13,11.15,11.20,11.10,11.20,0.20,"34,003","379,426",10.28,1.82%
2016/04/12,11.20,11.30,10.95,11.00,-0.15,"50,539","561,729",10.09,-1.35%
2016/04/11,11.05,11.20,10.95,11.15,0.05,"42,600","472,623",10.23,0.45%
2016/04/08,10.55,11.20,10.55,11.10,0.35,"109,998","1,213,958",10.18,3.26%
2016/04/07,11.05,11.10,10.70,10.75,-0.25,"66,777","724,069",9.86,-2.27%
2016/04/06,11.20,11.25,11.00,11.00,-0.20,"47,669","528,036",10.09,-1.79%
2016/04/01,11.15,11.25,11.05,11.20,-0.05,"39,689","442,203",10.28,-0.44%
2016/03/31,11.45,11.50,11.00,11.25,-0.10,"108,530","1,216,192",10.32,-0.88%
2016/03/30,11.30,11.60,11.25,11.35,0.30,"151,221","1,727,396",3.94,2.71%
2016/03/29,11.40,11.50,10.95,11.05,-0.25,"104,128","1,165,037",3.84,-2.21%
2016/03/28,11.10,11.60,11.05,11.30,0.50,"136,374","1,549,053",3.92,4.63%
2016/03/25,11.00,11.00,10.80,10.80,-0.05,"21,106","229,090",3.75,-0.46%
2016/03/24,10.85,11.00,10.70,10.85,-0.05,"49,352","535,560",3.77,-0.46%
2016/03/23,11.00,11.20,10.90,10.90,0.00,"65,382","720,791",3.78,0.00%
2016/03/22,11.00,11.05,10.80,10.90,-0.20,"42,672","465,863",3.78,-1.80%
2016/03/21,10.95,11.10,10.75,11.10,0.20,"47,295","517,243",3.85,1.83%
2016/03/18,10.90,11.15,10.85,10.90,0.05,"79,603","873,572",3.78,0.46%
2016/03/17,11.25,11.40,10.80,10.85,-0.30,"82,319","911,705",3.77,-2.69%
2016/03/16,10.90,11.30,10.90,11.15,0.35,"86,034","958,133",3.87,3.24%
2016/03/15,11.35,11.50,10.80,10.80,-0.50,"119,752","1,326,537",3.75,-4.42%
2016/03/14,11.30,11.55,11.25,11.30,0.10,"91,691","1,046,632",3.92,0.89%
2016/03/11,11.20,11.30,11.05,11.20,0.05,"75,716","845,478",3.89,0.45%
2016/03/10,10.90,11.25,10.80,11.15,0.15,"93,856","1,041,251",3.87,1.36%
2016/03/09,11.15,11.40,10.85,11.00,-0.15,"145,326","1,612,836",3.82,-1.35%
2016/03/08,10.35,11.20,10.25,11.15,0.90,"147,235","1,580,349",3.87,8.78%
2016/03/07,10.55,10.60,10.25,10.25,-0.25,"67,840","705,337",3.56,-2.38%
2016/03/04,10.45,10.50,10.25,10.50,0.10,"87,012","906,396",3.65,0.96%
2016/03/03,10.10,10.40,10.10,10.40,0.40,"98,395","1,013,005",3.61,4.00%
2016/03/02,9.84,10.10,9.78,10.00,0.38,"93,927","938,186",3.47,3.95%
2016/03/01,9.66,9.76,9.62,9.62,-0.04,"55,049","532,576",3.34,-0.41%
2016/02/26,9.57,9.66,9.51,9.66,-0.24,"87,230","836,865",3.35,-2.42%
2016/02/25,9.43,10.20,9.36,9.90,0.55,"204,352","2,015,081",3.44,5.88%
2016/02/24,9.22,9.67,9.21,9.35,0.20,"83,633","790,650",3.25,2.19%
2016/02/23,9.09,9.23,9.04,9.15,0.12,"56,535","516,706",3.18,1.33%
2016/02/22,9.08,9.18,8.96,9.03,-0.13,"36,350","329,811",3.14,-1.42%
2016/02/19,9.09,9.18,9.08,9.16,0.04,"28,292","258,518",3.18,0.44%
2016/02/18,9.19,9.24,9.12,9.12,0.07,"38,591","353,747",3.17,0.77%
2016/02/17,9.28,9.30,9.05,9.05,-0.23,"41,261","378,181",3.14,-2.48%
2016/02/16,9.07,9.31,9.07,9.28,0.21,"36,263","334,813",3.22,2.32%
2016/02/15,8.87,9.09,8.80,9.07,-0.26,"66,844","600,805",3.15,-2.79%
2016/02/03,9.50,9.52,9.33,9.33,-0.32,"55,740","524,175",3.24,-3.32%
2016/02/02,9.64,9.74,9.49,9.65,0.03,"42,562","410,312",3.35,0.31%
2016/02/01,9.65,9.79,9.61,9.62,-0.03,"39,592","383,800",3.34,-0.31%
2016/01/30,9.52,9.80,9.50,9.65,0.22,"26,948","260,299",3.35,2.33%
2016/01/29,9.40,9.52,9.25,9.43,-0.02,"49,036","461,043",3.27,-0.21%
2016/01/28,9.36,9.47,9.35,9.45,0.11,"29,629","279,466",3.28,1.18%
2016/01/27,9.50,9.51,9.34,9.34,-0.15,"33,685","316,616",3.24,-1.58%
2016/01/26,9.36,9.50,9.34,9.49,0.11,"43,396","409,484",3.3,1.17%
2016/01/25,9.43,9.46,9.35,9.38,0.08,"26,878","252,864",3.26,0.86%
2016/01/22,9.53,9.54,9.28,9.30,0.02,"22,651","212,352",3.23,0.22%
2016/01/21,9.30,9.40,9.23,9.28,0.11,"32,146","299,111",3.22,1.20%
2016/01/20,9.42,9.44,9.16,9.17,-0.25,"47,429","439,864",3.18,-2.65%
2016/01/19,9.46,9.55,9.41,9.42,0.01,"23,401","221,377",3.27,0.11%
2016/01/18,9.31,9.52,9.31,9.41,-0.06,"37,311","350,698",3.27,-0.63%
2016/01/15,9.75,9.80,9.35,9.47,-0.26,"47,436","450,389",3.29,-2.67%
2016/01/14,9.56,9.87,9.56,9.73,-0.07,"32,165","313,312",3.38,-0.71%
2016/01/13,9.78,9.88,9.71,9.80,0.20,"44,583","436,245",3.4,2.08%
2016/01/12,9.41,9.86,9.38,9.60,0.25,"87,258","846,724",3.33,2.67%
2016/01/11,9.46,9.54,9.34,9.35,-0.17,"34,177","322,523",3.25,-1.79%
2016/01/08,9.53,9.55,9.41,9.52,-0.01,"36,282","345,065",3.31,-0.10%
2016/01/07,9.46,9.57,9.32,9.53,0.07,"53,729","507,778",3.31,0.74%
2016/01/06,9.55,9.63,9.45,9.46,-0.06,"45,954","437,943",3.28,-0.63%
2016/01/05,9.60,9.70,9.50,9.52,-0.08,"34,322","329,609",3.31,-0.83%
2016/01/04,10.00,10.05,9.60,9.60,-0.34,"43,363","423,778",3.33,-3.42%
2015/12/31,10.05,10.10,9.91,9.94,-0.11,"29,270","291,820",3.45,-1.09%
2015/12/30,10.25,10.35,10.05,10.05,-0.15,"29,295","297,103",3.49,-1.47%
2015/12/29,10.20,10.30,10.05,10.20,0.00,"29,194","296,596",3.54,0.00%
2015/12/28,10.40,10.45,10.20,10.20,-0.20,"28,450","292,330",3.54,-1.92%
2015/12/25,10.50,10.50,10.30,10.40,-0.10,"37,819","393,683",3.61,-0.95%
2015/12/24,10.40,10.65,10.35,10.50,0.20,"83,726","879,969",3.65,1.94%
2015/12/23,10.10,10.60,10.10,10.30,0.20,"91,212","947,252",3.58,1.98%
2015/12/22,10.30,10.45,10.10,10.10,-0.30,"88,336","903,992",3.51,-2.88%
2015/12/21,9.46,10.40,9.42,10.40,0.93,"155,111","1,571,236",3.61,9.82%
2015/12/18,9.50,9.51,9.37,9.47,-0.08,"29,172","275,776",3.29,-0.84%
2015/12/17,9.58,9.58,9.45,9.55,0.08,"26,498","252,161",3.32,0.84%
2015/12/16,9.66,9.68,9.47,9.47,0.00,"35,292","338,393",3.29,0.00%
2015/12/15,9.34,9.65,9.24,9.47,0.24,"59,112","560,262",3.29,2.60%
2015/12/14,9.35,9.39,9.23,9.23,-0.27,"34,055","316,238",3.2,-2.84%
2015/12/11,9.46,9.69,9.42,9.50,0.08,"52,813","502,949",3.3,0.85%
2015/12/10,9.85,9.85,9.36,9.42,-0.63,"83,208","796,329",3.27,-6.27%
2015/12/09,10.00,10.05,9.87,10.05,0.00,"41,062","408,358",3.49,0.00%
2015/12/08,10.25,10.25,10.00,10.05,-0.15,"24,316","245,147",3.49,-1.47%
2015/12/07,10.05,10.35,10.00,10.20,0.30,"54,701","560,331",3.54,3.03%
2015/12/04,9.80,9.95,9.80,9.90,0.05,"23,275","230,338",3.44,0.51%
2015/12/03,9.81,9.96,9.80,9.85,-0.06,"28,401","280,452",3.42,-0.61%
2015/12/02,10.05,10.10,9.91,9.91,-0.14,"30,166","300,632",3.44,-1.39%
2015/12/01,10.05,10.20,9.90,10.05,0.06,"37,361","375,782",3.49,0.60%
2015/11/30,9.88,9.99,9.76,9.99,0.02,"57,078","564,553",3.47,0.20%
2015/11/27,10.10,10.15,9.96,9.97,-0.08,"19,049","190,547",3.46,-0.80%
2015/11/26,9.97,10.15,9.96,10.05,0.11,"35,317","355,333",3.49,1.11%
2015/11/25,9.94,10.00,9.76,9.94,-0.06,"36,978","364,465",3.45,-0.60%
2015/11/24,10.15,10.20,10.00,10.00,-0.20,"30,440","306,371",3.47,-1.96%
2015/11/23,10.30,10.30,10.10,10.20,0.10,"20,760","211,324",3.54,0.99%
2015/11/20,10.10,10.15,10.00,10.10,-0.05,"32,311","325,383",3.51,-0.49%
2015/11/19,10.15,10.15,9.99,10.15,0.20,"33,771","340,291",3.52,2.01%
2015/11/18,10.15,10.35,9.95,9.95,-0.15,"58,022","587,077",3.45,-1.49%
2015/11/17,10.05,10.20,10.00,10.10,0.20,"45,259","457,193",3.51,2.02%
2015/11/16,9.90,9.94,9.75,9.90,-0.15,"58,368","575,373",3.44,-1.49%
2015/11/13,10.15,10.20,10.00,10.05,-0.15,"55,797","562,226",3.49,-1.47%
2015/11/12,10.20,10.30,10.15,10.20,0.05,"33,574","343,060",3.12,0.49%
2015/11/11,10.35,10.50,10.15,10.15,-0.20,"47,004","482,856",3.1,-1.93%
2015/11/10,10.45,10.55,10.30,10.35,-0.25,"61,500","640,704",3.17,-2.36%
2015/11/09,10.85,10.95,10.55,10.60,-0.30,"56,072","599,576",3.24,-2.75%
2015/11/06,11.30,11.30,10.85,10.90,-0.50,"66,829","735,956",3.33,-4.39%
2015/11/05,11.00,11.40,10.90,11.40,0.40,"97,472","1,090,227",3.49,3.64%
2015/11/04,10.85,11.00,10.75,11.00,0.25,"60,221","656,660",3.36,2.33%
2015/11/03,11.00,11.10,10.75,10.75,-0.20,"70,081","764,736",3.29,-1.83%
2015/11/02,10.85,11.00,10.80,10.95,0.00,"36,297","395,938",3.35,0.00%
2015/10/30,11.15,11.15,10.80,10.95,-0.25,"60,901","666,224",3.35,-2.23%
