日期,開盤,最高,最低,收盤,漲跌,成交量,成交金,本益比,漲%
2015/10/29,11.10,11.20,10.90,11.20,0.10,"50,515","557,747",3.43,0.90%
2015/10/28,11.05,11.10,10.90,11.10,0.05,"35,039","386,410",3.39,0.45%
2015/10/27,11.00,11.15,10.90,11.05,0.05,"38,835","427,323",3.38,0.45%
2015/10/26,10.90,11.05,10.85,11.00,0.20,"30,272","331,810",3.36,1.85%
2015/10/23,11.10,11.10,10.75,10.80,-0.15,"51,178","557,657",3.3,-1.37%
2015/10/22,10.70,10.95,10.70,10.95,0.20,"28,767","312,227",3.35,1.86%
2015/10/21,11.15,11.20,10.75,10.75,-0.50,"61,825","672,082",3.29,-4.44%
2015/10/20,11.35,11.50,11.20,11.25,-0.10,"46,394","525,474",3.44,-0.88%
2015/10/19,11.35,11.45,11.30,11.35,0.05,"36,650","416,893",3.47,0.44%
2015/10/16,11.40,11.50,11.25,11.30,0.00,"77,131","876,318",3.46,0.00%
2015/10/15,11.15,11.30,11.10,11.30,0.30,"82,227","923,355",3.46,2.73%
2015/10/14,11.05,11.20,10.95,11.00,-0.05,"54,151","599,445",3.36,-0.45%
2015/10/13,10.90,11.15,10.80,11.05,0.15,"55,819","612,161",3.38,1.38%
2015/10/12,10.75,10.90,10.65,10.90,0.20,"42,865","462,857",3.33,1.87%
2015/10/08,10.95,11.00,10.70,10.70,-0.20,"40,902","442,504",3.27,-1.83%
2015/10/07,10.55,10.90,10.45,10.90,0.35,"57,572","616,747",3.33,3.32%
2015/10/06,10.85,10.95,10.55,10.55,-0.15,"61,442","659,394",3.23,-1.40%
2015/10/05,10.85,10.85,10.60,10.70,0.00,"34,415","369,668",3.27,0.00%
2015/10/02,10.50,10.80,10.40,10.70,0.30,"57,621","612,357",3.27,2.88%
2015/10/01,10.35,10.60,10.30,10.40,0.15,"47,008","491,554",3.18,1.46%
2015/09/30,10.20,10.30,10.05,10.25,-0.15,"56,736","577,371",3.13,-1.44%
2015/09/25,10.25,10.40,10.15,10.40,0.20,"42,151","434,034",3.18,1.96%
2015/09/24,10.30,10.35,10.15,10.20,0.00,"55,312","567,189",3.12,0.00%
2015/09/23,10.20,10.40,10.15,10.20,-0.20,"69,660","714,053",3.12,-1.92%
2015/09/22,10.65,10.75,10.25,10.40,-0.25,"96,570","1,009,672",3.18,-2.35%
2015/09/21,10.90,10.90,10.60,10.65,-0.65,"78,291","839,872",3.26,-5.75%
2015/09/18,11.40,11.45,11.30,11.30,-0.10,"44,506","504,765",3.46,-0.88%
2015/09/17,11.50,11.60,11.40,11.40,0.00,"77,407","888,165",3.49,0.00%
2015/09/16,11.40,11.50,11.30,11.40,0.10,"53,005","603,980",3.49,0.88%
2015/09/15,11.55,11.60,11.25,11.30,-0.15,"45,527","517,159",3.46,-1.31%
2015/09/14,11.50,11.70,11.35,11.45,0.05,"73,481","844,282",3.5,0.44%
2015/09/11,11.45,11.60,11.40,11.40,-0.05,"61,235","702,915",3.49,-0.44%
2015/09/10,11.40,11.50,11.30,11.45,-0.25,"82,844","944,713",3.5,-2.14%
2015/09/09,11.45,11.75,11.40,11.70,0.55,"145,250","1,684,985",3.58,4.93%
2015/09/08,11.15,11.25,11.05,11.15,0.15,"41,459","461,873",3.41,1.36%
2015/09/07,10.90,11.25,10.90,11.00,-0.10,"51,192","564,212",3.36,-0.90%
2015/09/04,11.45,11.75,11.10,11.10,-0.30,"109,186","1,243,844",3.39,-2.63%
2015/09/03,11.10,11.50,11.00,11.40,0.40,"124,441","1,408,804",3.49,3.64%
2015/09/02,10.70,11.20,10.60,11.00,0.10,"82,574","898,373",3.36,0.92%
2015/09/01,11.20,11.45,10.90,10.90,-0.60,"106,377","1,182,333",3.33,-5.22%
2015/08/31,10.50,11.50,10.35,11.50,0.95,"141,420","1,539,065",3.52,9.00%
2015/08/28,10.40,10.70,10.30,10.55,0.40,"105,548","1,108,713",3.23,3.94%
2015/08/27,10.10,10.55,10.05,10.15,0.22,"112,930","1,157,633",3.1,2.22%
2015/08/26,9.81,10.00,9.75,9.93,-0.07,"73,830","731,457",3.04,-0.70%
2015/08/25,9.66,10.10,9.61,10.00,0.52,"117,105","1,161,285",3.06,5.49%
2015/08/24,9.85,9.87,9.10,9.48,-0.52,"106,752","1,016,362",2.9,-5.20%
2015/08/21,10.05,10.20,10.00,10.00,-0.30,"89,014","896,361",3.06,-2.91%
2015/08/20,10.10,10.45,10.05,10.30,0.20,"86,425","887,366",3.15,1.98%
2015/08/19,10.35,10.40,10.00,10.10,-0.30,"102,987","1,045,090",3.09,-2.88%
2015/08/18,10.50,10.90,10.40,10.40,-0.10,"125,690","1,332,837",3.18,-0.95%
2015/08/17,10.70,10.75,10.50,10.50,0.00,"51,835","550,828",3.21,0.00%
2015/08/14,10.85,10.85,10.40,10.50,-0.40,"85,746","905,582",3.21,-3.67%
2015/08/13,10.30,10.90,10.30,10.90,0.65,"99,829","1,057,581",3.6,6.34%
2015/08/12,10.10,10.40,10.05,10.25,0.05,"76,449","782,168",3.38,0.49%
2015/08/11,10.55,10.65,10.20,10.20,-0.20,"78,734","817,896",3.37,-1.92%
2015/08/10,10.50,10.65,10.30,10.40,-0.10,"40,073","419,106",3.43,-0.95%
2015/08/07,10.15,10.50,10.05,10.50,0.25,"87,417","906,849",3.47,2.44%
2015/08/06,11.00,11.05,10.25,10.25,-0.80,"164,506","1,715,368",3.38,-7.24%
2015/08/05,11.05,11.25,11.00,11.05,0.00,"86,635","964,119",3.65,0.00%
2015/08/04,11.05,11.40,10.90,11.05,0.10,"138,437","1,548,885",3.65,0.91%
2015/08/03,11.15,11.20,10.90,10.95,-0.05,"76,759","845,293",3.61,-0.45%
2015/07/31,11.65,11.80,11.00,11.00,-0.30,"118,990","1,348,025",3.63,-2.65%
2015/07/30,11.45,11.60,11.20,11.30,0.10,"80,746","918,870",3.73,0.89%
2015/07/29,11.95,12.00,11.20,11.20,-0.95,"116,723","1,342,433",3.7,-7.82%
2015/07/28,11.85,12.30,11.80,12.15,0.45,"86,101","1,035,306",4.01,3.85%
2015/07/27,12.30,12.40,11.70,11.70,-0.70,"83,844","1,009,798",3.86,-5.65%
2015/07/24,12.30,12.40,12.15,12.40,0.40,"60,337","741,435",4.09,3.33%
2015/07/23,12.25,12.40,11.90,12.00,-0.40,"87,784","1,064,105",3.96,-3.23%
2015/07/22,12.80,12.95,12.40,12.40,-0.65,"70,872","898,539",4.09,-4.98%
2015/07/21,12.70,13.05,12.10,13.05,0.30,"128,981","1,612,762",4.31,2.35%
2015/07/20,13.60,13.65,12.75,12.75,-0.85,"98,406","1,277,480",4.21,-6.25%
2015/07/17,13.75,13.75,13.40,13.60,-0.15,"41,061","555,425",4.49,-1.09%
2015/07/16,13.95,14.00,13.65,13.75,-0.10,"39,115","539,637",4.54,-0.72%
2015/07/15,13.95,14.05,13.80,13.85,0.05,"28,428","395,256",4.57,0.36%
2015/07/14,14.10,14.55,13.75,13.80,-0.25,"77,144","1,089,492",4.55,-1.78%
2015/07/13,14.10,14.15,13.85,14.05,0.10,"39,546","554,932",4.64,0.72%
2015/07/09,13.50,14.10,13.25,13.95,-0.20,"99,159","1,365,686",4.6,-1.41%
2015/07/08,14.75,15.05,13.90,14.15,-1.05,"161,583","2,320,681",4.67,-6.91%
2015/07/07,15.65,15.80,15.20,15.20,-0.40,"48,592","751,896",5.02,-2.56%
2015/07/06,15.70,15.75,15.35,15.60,0.00,"38,640","603,265",5.15,0.00%
2015/07/03,15.85,15.95,15.60,15.60,-0.25,"36,233","569,578",5.15,-1.58%
2015/07/02,16.20,16.25,15.85,15.85,-0.25,"43,600","700,338",5.23,-1.55%
2015/07/01,15.95,16.20,15.80,16.10,0.00,"41,800","670,027",5.31,0.00%
2015/06/30,15.20,16.10,15.20,16.10,0.90,"73,167","1,150,656",5.31,5.92%
2015/06/29,15.50,15.50,15.15,15.20,-0.75,"62,883","961,209",5.02,-4.70%
2015/06/26,16.00,16.05,15.80,15.95,-0.05,"28,576","454,214",5.26,-0.31%
2015/06/25,15.80,16.10,15.65,16.00,0.40,"54,267","861,714",5.28,2.56%
2015/06/24,16.30,16.40,15.40,15.60,-0.70,"121,365","1,914,791",5.15,-4.29%
2015/06/23,16.80,16.80,16.20,16.30,-0.45,"55,917","920,716",5.38,-2.69%
2015/06/22,16.70,16.85,16.55,16.75,0.30,"52,785","883,451",5.53,1.82%
2015/06/18,16.75,16.75,16.45,16.45,-0.30,"51,645","854,822",5.43,-1.79%
2015/06/17,16.30,16.75,16.15,16.75,0.60,"59,534","987,591",5.53,3.72%
2015/06/16,16.45,16.45,16.15,16.15,-0.10,"25,939","420,421",5.33,-0.62%
2015/06/15,16.05,16.35,15.95,16.25,0.15,"30,163","488,189",5.36,0.93%
2015/06/12,16.00,16.40,15.95,16.10,0.05,"35,855","579,455",5.31,0.31%
2015/06/11,16.75,16.80,16.00,16.05,-0.55,"76,318","1,240,991",5.3,-3.31%
2015/06/10,16.40,16.90,16.40,16.60,0.45,"84,162","1,398,015",5.48,2.79%
2015/06/09,17.00,17.05,15.70,16.15,-1.20,"155,005","2,559,447",5.33,-6.92%
2015/06/08,17.60,17.70,17.05,17.35,-0.25,"61,924","1,080,368",5.73,-1.42%
2015/06/05,18.00,18.25,16.85,17.60,-0.40,"137,826","2,411,980",5.81,-2.22%
2015/06/04,18.55,18.90,17.80,18.00,-0.55,"125,046","2,304,454",5.94,-2.96%
2015/06/03,18.20,18.85,18.15,18.55,0.45,"96,470","1,782,795",6.12,2.49%
2015/06/02,18.05,18.50,18.00,18.10,-0.15,"75,870","1,381,179",5.97,-0.82%
2015/06/01,18.85,18.90,18.20,18.25,-0.75,"85,299","1,577,273",6.02,-3.95%
2015/05/29,19.00,19.00,18.65,19.00,0.25,"105,322","1,991,875",6.27,1.33%
2015/05/28,19.15,19.35,18.50,18.75,-0.15,"130,797","2,470,123",6.19,-0.79%
2015/05/27,17.85,19.00,17.85,18.90,1.10,"179,805","3,331,303",6.24,6.18%
2015/05/26,17.90,18.00,17.70,17.80,0.05,"46,167","823,945",5.87,0.28%
2015/05/25,17.95,18.10,17.75,17.75,-0.05,"68,407","1,227,009",5.86,-0.28%
2015/05/22,17.85,18.75,17.80,17.80,0.00,"170,063","3,102,470",5.87,0.00%
2015/05/21,17.80,18.00,17.60,17.80,-0.05,"93,218","1,659,497",5.87,-0.28%
2015/05/20,17.90,18.10,17.70,17.85,0.05,"114,193","2,046,481",5.89,0.28%
2015/05/19,17.10,18.00,17.00,17.80,0.80,"172,348","3,025,188",5.87,4.71%
2015/05/18,16.60,17.15,16.60,17.00,0.50,"117,426","1,985,048",5.61,3.03%
2015/05/15,16.45,16.75,16.45,16.50,0.10,"52,682","873,900",5.45,0.61%
2015/05/14,16.40,16.70,16.40,16.40,0.00,"75,699","1,249,482",5.41,0.00%
2015/05/13,16.10,16.45,16.05,16.40,0.40,"71,671","1,170,631",7.52,2.50%
2015/05/12,16.05,16.25,15.85,16.00,-0.05,"54,012","865,675",7.34,-0.31%
2015/05/11,16.50,16.55,16.00,16.05,-0.35,"70,840","1,150,030",7.36,-2.13%
2015/05/08,16.65,16.80,16.35,16.40,-0.20,"90,325","1,494,501",7.52,-1.20%
2015/05/07,16.30,16.85,16.20,16.60,0.40,"156,394","2,590,379",7.61,2.47%
2015/05/06,16.40,16.40,16.00,16.20,0.10,"140,288","2,279,890",7.43,0.62%
2015/05/05,16.20,16.25,15.85,16.10,-0.15,"62,082","994,747",7.39,-0.92%
2015/05/04,15.95,16.30,15.75,16.25,0.35,"73,485","1,178,940",7.45,2.20%
2015/04/30,15.75,15.90,15.65,15.90,0.20,"57,353","904,468",7.29,1.27%
2015/04/29,16.10,16.15,15.60,15.70,-0.15,"70,576","1,114,792",7.2,-0.95%
2015/04/28,16.10,16.10,15.80,15.85,-0.15,"51,337","816,485",7.27,-0.94%
2015/04/27,16.00,16.20,15.90,16.00,0.10,"63,528","1,018,835",7.34,0.63%
2015/04/24,15.60,16.00,15.50,15.90,0.35,"91,117","1,438,529",7.29,2.25%
2015/04/23,15.35,15.60,15.35,15.55,0.30,"54,727","847,709",7.13,1.97%
2015/04/22,15.45,15.60,15.20,15.25,-0.20,"48,669","745,038",7,-1.29%
2015/04/21,15.50,16.00,15.45,15.45,0.05,"82,410","1,291,470",7.09,0.32%
2015/04/20,15.45,15.55,15.30,15.40,0.00,"45,674","704,522",7.06,0.00%
2015/04/17,15.30,15.40,15.20,15.40,0.15,"25,958","397,811",7.06,0.98%
2015/04/16,15.40,15.45,15.25,15.25,0.00,"23,216","355,995",7,0.00%
2015/04/15,15.55,15.60,15.20,15.25,-0.40,"43,369","665,286",7,-2.56%
2015/04/14,15.80,15.80,15.60,15.65,-0.05,"35,261","553,284",7.18,-0.32%
2015/04/13,15.40,15.70,15.30,15.70,0.45,"36,910","573,305",7.2,2.95%
2015/04/10,15.40,15.45,15.15,15.25,0.05,"35,560","542,999",7,0.33%
2015/04/09,15.40,15.55,15.20,15.20,-0.20,"32,140","493,390",6.97,-1.30%
2015/04/08,15.20,15.45,15.05,15.40,0.15,"47,217","718,861",7.06,0.98%
2015/04/07,15.65,15.70,15.25,15.25,-0.35,"39,792","612,012",7,-2.24%
2015/04/02,15.70,15.70,15.60,15.60,0.05,"20,395","319,024",7.16,0.32%
2015/04/01,15.65,15.75,15.55,15.55,-0.10,"36,939","577,608",7.13,-0.64%
2015/03/31,15.40,15.65,15.40,15.65,0.35,"47,518","738,737",7.18,2.29%
2015/03/30,15.60,15.60,15.20,15.30,-0.20,"42,350","650,489",7.02,-1.29%
2015/03/27,15.70,15.75,15.45,15.50,-0.10,"32,046","499,211",16.85,-0.64%
2015/03/26,15.60,15.65,15.35,15.60,-0.30,"58,018","899,544",16.96,-1.89%
2015/03/25,16.10,16.20,15.85,15.90,-0.20,"44,116","705,545",17.28,-1.24%
2015/03/24,16.10,16.15,15.95,16.10,0.00,"32,887","527,739",17.5,0.00%
2015/03/23,15.80,16.20,15.75,16.10,0.35,"67,849","1,087,132",17.5,2.22%
2015/03/20,15.90,15.95,15.65,15.75,-0.25,"59,895","945,848",17.12,-1.56%
2015/03/19,16.00,16.05,15.90,16.00,0.15,"54,230","866,165",17.39,0.95%
2015/03/18,15.90,16.00,15.75,15.85,0.10,"48,564","770,966",17.23,0.63%
2015/03/17,16.00,16.20,15.75,15.75,-0.05,"73,990","1,181,284",17.12,-0.32%
2015/03/16,15.80,16.20,15.80,15.80,0.10,"72,285","1,155,343",17.17,0.64%
2015/03/13,15.85,16.00,15.70,15.70,-0.05,"60,488","957,690",17.07,-0.32%
2015/03/12,15.40,16.10,15.30,15.75,0.50,"153,157","2,414,686",17.12,3.28%
2015/03/11,15.00,15.45,15.00,15.25,0.10,"59,107","900,887",16.58,0.66%
2015/03/10,15.20,15.30,15.10,15.15,-0.05,"41,248","627,402",16.47,-0.33%
2015/03/09,15.35,15.35,15.20,15.20,-0.25,"38,035","579,568",16.52,-1.62%
2015/03/06,15.10,15.45,15.00,15.45,0.15,"71,404","1,089,233",16.79,0.98%
2015/03/05,15.60,15.60,15.30,15.30,-0.25,"56,131","864,705",16.63,-1.61%
2015/03/04,15.50,15.55,15.40,15.55,0.00,"52,729","817,199",16.9,0.00%
2015/03/03,15.40,15.55,15.30,15.55,0.15,"70,289","1,084,231",16.9,0.97%
2015/03/02,16.10,16.20,15.10,15.40,-0.70,"164,316","2,538,909",16.74,-4.35%
2015/02/26,16.30,16.45,16.10,16.10,-0.05,"98,768","1,607,748",17.5,-0.31%
2015/02/25,16.25,16.35,16.00,16.15,-0.10,"100,406","1,621,789",17.55,-0.62%
2015/02/24,16.60,16.65,16.10,16.25,-0.25,"123,498","2,025,680",17.66,-1.52%
2015/02/13,16.70,16.80,16.50,16.50,-0.10,"90,090","1,495,728",17.93,-0.60%
2015/02/12,16.55,16.65,16.40,16.60,-0.05,"144,809","2,392,165",18.04,-0.30%
2015/02/11,16.65,16.65,16.40,16.65,1.05,"162,850","2,702,279",18.1,6.73%
2015/02/10,15.85,15.85,15.45,15.60,-0.10,"51,330","800,940",16.96,-0.64%
2015/02/09,15.95,15.95,15.70,15.70,-0.10,"34,065","537,938",17.07,-0.63%
2015/02/06,15.90,15.95,15.80,15.80,0.00,"36,042","571,677",17.17,0.00%
2015/02/05,15.75,15.90,15.65,15.80,0.05,"38,980","614,742",17.17,0.32%
2015/02/04,16.00,16.05,15.75,15.75,-0.05,"59,380","941,390",17.12,-0.32%
2015/02/03,15.50,15.90,15.50,15.80,0.45,"90,752","1,430,344",17.17,2.93%
2015/02/02,15.40,15.55,15.20,15.35,-0.05,"67,089","1,031,624",16.68,-0.32%
2015/01/30,15.80,15.80,15.15,15.40,-0.60,"138,292","2,126,021",16.74,-3.75%
2015/01/29,15.95,16.05,15.80,16.00,0.05,"57,544","917,628",17.39,0.31%
2015/01/28,15.80,15.95,15.75,15.95,0.10,"40,045","635,294",17.34,0.63%
2015/01/27,15.95,16.20,15.85,15.85,0.05,"68,042","1,086,115",17.23,0.32%
2015/01/26,15.60,16.05,15.60,15.80,0.10,"93,291","1,481,563",17.17,0.64%
2015/01/23,16.00,16.15,15.70,15.70,-0.10,"74,641","1,187,005",17.07,-0.63%
2015/01/22,15.40,15.80,15.30,15.80,0.45,"145,778","2,279,843",17.17,2.93%
2015/01/21,16.45,16.50,15.35,15.35,-1.15,"227,938","3,558,197",16.68,-6.97%
2015/01/20,16.60,16.65,16.30,16.50,0.00,"62,832","1,036,385",17.93,0.00%
2015/01/19,16.60,16.95,16.50,16.50,0.30,"100,068","1,670,188",17.93,1.85%
2015/01/16,16.60,16.70,16.10,16.20,-0.40,"115,417","1,881,004",17.61,-2.41%
2015/01/15,17.10,17.30,16.60,16.60,-0.40,"94,271","1,592,561",18.04,-2.35%
2015/01/14,16.80,17.15,16.75,17.00,0.40,"88,446","1,499,947",18.48,2.41%
2015/01/13,16.85,17.05,16.60,16.60,-0.15,"98,552","1,655,541",18.04,-0.90%
2015/01/12,16.80,17.45,16.75,16.75,-0.05,"128,241","2,188,814",18.21,-0.30%
2015/01/09,17.40,17.60,16.80,16.80,-0.35,"192,374","3,309,665",18.26,-2.04%
2015/01/08,16.50,17.20,16.50,17.15,0.95,"250,801","4,249,941",18.64,5.86%
2015/01/07,15.95,16.65,15.70,16.20,0.25,"164,327","2,655,598",17.61,1.57%
2015/01/06,16.20,16.35,15.90,15.95,-0.50,"161,448","2,604,551",17.34,-3.04%
2015/01/05,15.40,16.45,15.35,16.45,1.05,"223,962","3,596,163",17.88,6.82%
2014/12/31,15.35,15.45,15.30,15.40,0.10,"40,980","630,320",16.74,0.65%
2014/12/30,15.65,15.75,15.25,15.30,-0.25,"64,806","1,001,129",16.63,-1.61%
2014/12/29,15.35,15.70,15.30,15.55,0.35,"105,393","1,635,914",16.9,2.30%
2014/12/27,15.60,15.60,15.15,15.20,-0.40,"66,910","1,023,469",16.52,-2.56%
2014/12/26,15.55,15.80,15.50,15.60,0.05,"84,415","1,321,027",16.96,0.32%
2014/12/25,15.70,15.80,15.50,15.55,-0.10,"111,728","1,747,058",16.9,-0.64%
2014/12/24,14.90,15.80,14.90,15.65,0.80,"280,593","4,351,753",17.01,5.39%
2014/12/23,14.95,14.95,14.75,14.85,-0.10,"64,263","955,125",16.14,-0.67%
2014/12/22,14.20,15.00,14.20,14.95,0.85,"123,989","1,829,234",16.25,6.03%
2014/12/19,14.25,14.40,14.10,14.10,0.05,"62,389","889,474",15.33,0.36%
2014/12/18,14.20,14.35,14.05,14.05,0.00,"45,443","646,212",15.27,0.00%
2014/12/17,14.20,14.30,13.90,14.05,-0.15,"64,212","901,804",15.27,-1.06%
2014/12/16,14.10,14.40,14.10,14.20,0.05,"41,662","594,657",15.43,0.35%
2014/12/15,14.00,14.15,13.90,14.15,-0.10,"52,221","731,836",15.38,-0.70%
2014/12/12,14.45,14.50,14.25,14.25,-0.15,"44,383","636,606",15.49,-1.04%
2014/12/11,14.00,14.50,13.85,14.40,0.25,"71,870","1,023,064",15.65,1.77%
2014/12/10,14.60,14.70,14.10,14.15,-0.55,"128,095","1,834,129",15.38,-3.74%
2014/12/09,14.80,14.95,14.70,14.70,-0.10,"60,384","896,382",15.98,-0.68%
2014/12/08,15.30,15.30,14.70,14.80,-0.40,"73,853","1,106,747",16.09,-2.63%
2014/12/05,15.25,15.30,15.05,15.20,0.00,"73,709","1,120,379",16.52,0.00%
2014/12/04,15.30,15.40,15.10,15.20,0.00,"84,923","1,292,225",16.52,0.00%
2014/12/03,14.70,15.35,14.65,15.20,0.70,"183,836","2,774,746",16.52,4.83%
2014/12/02,14.70,14.75,14.40,14.50,-0.30,"54,158","789,613",15.76,-2.03%
2014/12/01,14.40,14.80,14.35,14.80,0.00,"64,880","948,632",16.09,0.00%
2014/11/28,14.70,14.90,14.65,14.80,0.20,"69,024","1,019,743",16.09,1.37%
2014/11/27,14.60,14.80,14.55,14.60,0.15,"61,468","901,247",15.87,1.04%
2014/11/26,14.85,14.90,14.40,14.45,-0.40,"77,398","1,130,519",15.71,-2.69%
2014/11/25,15.00,15.05,14.85,14.85,-0.05,"75,733","1,131,971",16.14,-0.34%
2014/11/24,15.00,15.15,14.80,14.90,-0.05,"83,005","1,244,734",16.2,-0.33%
2014/11/21,14.95,15.10,14.80,14.95,0.00,"106,520","1,592,056",16.25,0.00%
2014/11/20,14.70,15.00,14.70,14.95,0.35,"150,825","2,246,285",16.25,2.40%
2014/11/19,14.45,14.65,14.35,14.60,0.25,"143,273","2,083,550",15.87,1.74%
2014/11/18,14.30,14.50,14.05,14.35,0.10,"92,660","1,324,521",15.6,0.70%
2014/11/17,14.45,14.45,14.10,14.25,-0.15,"72,595","1,036,571",15.49,-1.04%
2014/11/14,14.20,14.45,14.05,14.40,0.25,"88,750","1,269,628",15.65,1.77%
2014/11/13,14.20,14.20,14.05,14.15,0.00,"51,251","724,360",15.38,0.00%
2014/11/12,13.75,14.15,13.70,14.15,0.25,"119,764","1,676,590",15.38,1.80%
2014/11/11,14.30,14.30,13.60,13.90,-0.40,"194,053","2,702,353",15.11,-2.80%
2014/11/10,14.55,14.65,14.25,14.30,-0.20,"118,281","1,708,393",15.54,-1.38%
2014/11/07,14.10,14.60,14.10,14.50,0.50,"156,080","2,249,110",15.76,3.57%
2014/11/06,14.25,14.35,13.90,14.00,-0.20,"99,430","1,406,758",15.22,-1.41%
2014/11/05,14.50,14.50,14.20,14.20,-0.20,"75,662","1,082,544",15.43,-1.39%
2014/11/04,14.25,14.45,14.05,14.40,0.25,"134,648","1,925,545",15.65,1.77%
2014/11/03,13.95,14.25,13.95,14.15,0.30,"147,379","2,081,000",15.38,2.17%
2014/10/31,13.90,13.95,13.65,13.85,0.05,"148,255","2,047,216",49.46,0.36%
2014/10/30,13.80,14.00,13.40,13.80,0.30,"167,730","2,298,036",49.29,2.22%
2014/10/29,13.35,13.50,13.20,13.50,0.25,"88,610","1,185,299",48.21,1.89%
2014/10/28,12.95,13.30,12.90,13.25,0.50,"71,316","934,965",47.32,3.92%
2014/10/27,12.75,12.90,12.70,12.75,0.05,"32,380","414,525",45.54,0.39%
2014/10/24,13.20,13.20,12.65,12.70,-0.35,"75,271","965,484",45.36,-2.68%
2014/10/23,13.00,13.20,13.00,13.05,0.05,"52,915","692,493",46.61,0.38%
2014/10/22,12.75,13.30,12.65,13.00,0.50,"120,244","1,569,569",46.43,4.00%
2014/10/21,12.45,12.55,12.35,12.50,0.10,"31,082","387,347",44.64,0.81%
2014/10/20,12.40,12.50,12.30,12.40,0.25,"52,991","656,567",44.29,2.06%
2014/10/17,12.50,12.50,12.15,12.15,-0.20,"37,329","458,729",43.39,-1.62%
2014/10/16,12.35,12.55,12.10,12.35,-0.10,"67,780","835,271",44.11,-0.80%
2014/10/15,12.45,12.55,12.30,12.45,0.00,"56,525","702,570",44.46,0.00%
2014/10/14,12.05,12.45,12.05,12.45,0.40,"64,189","789,578",44.46,3.32%
2014/10/13,12.35,12.40,12.05,12.05,-0.90,"113,824","1,387,453",43.04,-6.95%
2014/10/09,13.05,13.20,12.90,12.95,0.05,"69,322","904,112",46.25,0.39%
2014/10/08,12.80,13.10,12.70,12.90,0.05,"51,953","670,909",46.07,0.39%
2014/10/07,13.00,13.00,12.80,12.85,-0.25,"48,425","624,332",45.89,-1.91%
2014/10/06,13.25,13.40,13.10,13.10,-0.15,"40,504","536,397",46.79,-1.13%
2014/10/03,12.95,13.25,12.90,13.25,0.40,"57,083","749,379",47.32,3.11%
2014/10/02,12.95,13.05,12.80,12.85,-0.20,"52,481","677,572",45.89,-1.53%
2014/10/01,13.05,13.35,12.90,13.05,-0.10,"52,302","687,004",46.61,-0.76%
2014/09/30,13.15,13.25,12.70,13.15,0.00,"82,887","1,073,241",46.96,0.00%
2014/09/29,13.30,13.35,13.10,13.15,-0.10,"36,337","480,509",46.96,-0.75%
2014/09/26,13.10,13.25,12.90,13.25,0.10,"61,226","803,526",47.32,0.76%
2014/09/25,13.80,13.85,13.10,13.15,-0.55,"74,362","994,649",46.96,-4.01%
2014/09/24,13.60,13.80,13.60,13.70,0.10,"32,920","451,746",48.93,0.74%
2014/09/23,13.50,13.65,13.45,13.60,0.10,"34,331","465,440",48.57,0.74%
2014/09/22,13.90,13.90,13.45,13.50,-0.50,"79,203","1,075,679",48.21,-3.57%
2014/09/19,13.90,14.00,13.70,14.00,0.20,"43,250","599,789",50,1.45%
2014/09/18,13.90,14.00,13.80,13.80,-0.10,"34,449","478,308",49.29,-0.72%
2014/09/17,13.75,14.10,13.75,13.90,0.30,"74,525","1,038,287",49.64,2.21%
2014/09/16,14.35,14.40,13.45,13.60,-0.75,"126,368","1,741,975",48.57,-5.23%
2014/09/15,14.40,14.55,14.35,14.35,-0.20,"35,929","517,742",51.25,-1.37%
2014/09/12,14.85,14.85,14.55,14.55,-0.25,"48,344","707,250",51.96,-1.69%
2014/09/11,14.80,14.95,14.55,14.80,0.05,"69,168","1,020,501",52.86,0.34%
2014/09/10,14.80,14.90,14.50,14.75,-0.05,"57,991","852,673",52.68,-0.34%
2014/09/09,14.90,15.05,14.75,14.80,0.10,"76,845","1,146,262",52.86,0.68%
2014/09/05,14.75,14.80,14.60,14.70,0.05,"34,720","509,598",52.5,0.34%
2014/09/04,14.70,14.95,14.60,14.65,0.05,"79,198","1,170,031",52.32,0.34%
2014/09/03,14.60,14.75,14.35,14.60,0.00,"91,022","1,324,960",52.14,0.00%
2014/09/02,15.10,15.10,14.55,14.60,-0.60,"148,523","2,197,861",52.14,-3.95%
2014/09/01,15.20,15.60,15.20,15.20,0.00,"131,746","2,030,471",54.29,0.00%
2014/08/29,15.15,15.25,15.00,15.20,0.00,"91,284","1,382,250",54.29,0.00%
2014/08/28,15.35,15.45,15.15,15.20,0.20,"269,698","4,128,617",54.29,1.33%
2014/08/27,14.20,15.00,14.20,15.00,0.95,"308,224","4,544,058",53.57,6.76%
2014/08/26,14.00,14.05,13.95,14.05,0.00,"38,806","543,332",50.18,0.00%
2014/08/25,13.90,14.15,13.80,14.05,0.25,"78,777","1,105,152",50.18,1.81%
2014/08/22,13.75,13.95,13.70,13.80,0.05,"63,255","874,719",49.29,0.36%
2014/08/21,14.00,14.10,13.65,13.75,-0.20,"61,948","856,199",49.11,-1.43%
2014/08/20,14.10,14.10,13.90,13.95,-0.05,"39,257","549,082",49.82,-0.36%
2014/08/19,14.05,14.15,14.00,14.00,0.05,"48,873","687,630",50,0.36%
2014/08/18,14.00,14.20,13.90,13.95,-0.05,"48,615","681,362",49.82,-0.36%
2014/08/15,13.80,14.10,13.80,14.00,0.00,"103,061","1,434,797",50,0.00%
2014/08/14,14.25,14.30,14.00,14.00,-0.25,"66,100","934,056",50,-1.75%
